epoch,accuracy,loss,val_accuracy,val_loss,val_macro_f1
0,0.9272168874740601,0.20349110662937164,0.9411057692307693,0.15589331090450287,0.9398671232097898
1,0.9779647588729858,0.07010546326637268,0.9499198717948718,0.14208047091960907,0.947985825312269
2,0.983128547668457,0.0507383793592453,0.9795673076923077,0.07384616881608963,0.9794173212014016
3,0.9841969609260559,0.04688668251037598,0.983573717948718,0.03406825289130211,0.9837694986263539
4,0.9857549667358398,0.03724692016839981,0.9831730769230769,0.031087089329957962,0.9829339882701785
5,0.9853988885879517,0.042293522506952286,0.9859775641025641,0.03694300726056099,0.985668254581933
6,0.9858440160751343,0.04175259917974472,0.9803685897435898,0.07885889708995819,0.9805394552610465
7,0.9862446784973145,0.038751378655433655,0.9839743589743589,0.019141951575875282,0.9841014784247433
8,0.9876691699028015,0.03336530923843384,0.9935897435897436,0.026579061523079872,0.9928939448696553
9,0.9884704351425171,0.03101549856364727,0.9963942307692307,0.018855329602956772,0.9951878387233477
10,0.9876691699028015,0.0368446484208107,0.9847756410256411,0.02082270383834839,0.9852697183697778
11,0.9866452813148499,0.034384835511446,0.999198717948718,0.0647868812084198,0.9992133435115892
12,0.9903401136398315,0.02994433231651783,0.9995993589743589,0.00877970177680254,0.9992209380438883
13,0.9866898059844971,0.036637477576732635,0.6430288461538461,0.5447917580604553,0.6318864953903592
14,0.9895387887954712,0.029663309454917908,0.9995993589743589,0.00436798669397831,0.9996103187592549
15,0.9923878312110901,0.02233075350522995,0.985176282051282,0.01950855553150177,0.985663175694012
16,0.9928329586982727,0.02105097286403179,0.9987980769230769,0.005514352582395077,0.9984376007262877
17,0.9927884340286255,0.022356856614351273,0.999198717948718,0.0033549820072948933,0.9988280842262509
18,0.9924323558807373,0.021852940320968628,0.9883814102564102,0.02405668795108795,0.988062487837079
19,0.9953258633613586,0.014705334790050983,0.9038461538461539,0.23625941574573517,0.9117691160232846
20,0.9946135878562927,0.01893370784819126,0.6422275641025641,2.4660022258758545,0.6309239626687029
21,0.9938123226165771,0.01993507705628872,0.6426282051282052,1.5432796478271484,0.6312566560170394
22,0.996082603931427,0.012473310343921185,0.9803685897435898,0.1288546472787857,0.9811037324757409
23,0.9947471618652344,0.015913017094135284,1.0,0.0038104308769106865,1.0
24,0.9951477646827698,0.01471555233001709,0.984375,0.07180266082286835,0.9849004123279055
25,0.9944800734519958,0.018906813114881516,0.9807692307692307,0.11205768585205078,0.9814821417429516
26,0.9960380792617798,0.012569188140332699,0.6402243589743589,1.915953278541565,0.627444155387658
27,0.9953703880310059,0.015934936702251434,0.9779647435897436,0.16375575959682465,0.9753213393644056
28,0.9965277910232544,0.012097533792257309,1.0,0.0023959814570844173,1.0
29,0.9960380792617798,0.012695240788161755,1.0,0.0005773706361651421,1.0
30,0.9958155155181885,0.011687606573104858,0.6422275641025641,1.5085268020629883,0.6304744214029817
31,0.9954593777656555,0.013359538279473782,0.9963942307692307,0.014763717539608479,0.9964761789069498
32,0.9968839287757874,0.011541681364178658,0.6426282051282052,2.4707822799682617,0.6312566560170394
33,0.9971955418586731,0.008520785719156265,0.6426282051282052,4.489752769470215,0.6312566560170394
